ori_sentence,bias_labels
晚上，公司的停车场的上满是夜雾，伸出手去，好像可以把雾拿到手里──那种粘稠的冷冰冰的雾。这种雾叫人怀念埃及沙漠……天黑以后，埃及沙漠也迅速地冷了下来，从远处的海面上，吹来了带腥味的风。在一片黑暗里，你只能把自己交付给风。有时候，风带来的是海洋的气味，有时带来的是乾燥得令人窒息的烟尘，...,"[0, 0, 0]"
中国速滑队上一次获得世界杯冠军，还是女子选手的贡献。,"[0, 0, 0]"
他表示，尽管自己现在比较疲乏，但比赛也得一场场打，只要能够休息好，还是能赢更多比赛的。,"[0, 0, 0]"
最近，他和伙伴们刚研制出一款“地面巡检机器人”，赢得大家一致好评。,"[0, 0, 0]"
"量力地)同权力象征进行抗衡,而代表虚无主义的士兵瓦尔森实际上也等于站在他这一边.战争的特殊环境把双方的较量推向顶点.随着战役的不断展开,卡明斯唯权力论的铁腕统治更加强硬,代表这种权力的下士克劳夫特更加凶残无情,企图维护人类尊严和信仰的赫思等更加无力抵抗.尽管较量似平一边倒,但最后并没有得出胜负结局,因为双方都以失败而告终:赫恩可以说是死在自己人设置的圈套中,从此和他代表的信仰一起在小说中销声匿迹;瓦尔森...","[0, 0, 0]"
很快，我把爸爸接到了几百里之外的家里。,"[0, 0, 0]"
样。孟子讲的叫鱼与熊掌的问题，讲得很暴烈啊--富贵不能淫，威武不能屈啊。他的引申是说，到了战国时期的时候，中国人由于这个国家和国家之间战争非常地激烈，导致人性已经开始沦丧。在孔子春秋时期，人们还是非常可爱的。打架之前，抡板砖以前呢，互相写一个很优雅的公文，我要追讨你了，但是我现在不叫我要打你，而是说我和你一起去打猎，一起嘻鹿，游戏于江边等等等等。但是孟子年代就不是这样，孟子一场长平之战，战国时期可能就是...,"[0, 0, 0]"
"早晨在院子里,依然可以看到栅栏外骑着马、拉着一板车干草慢慢经过的男人。","[0, 0, 0]"
确诊后，男孩并没有及时治疗，两年后就去了。,"[0, 0, 0]"
疯狂打赏之下，女主播与其互动频繁，让谢某很是开心。,"[0, 0, 0]"
很快，有人轻轻敲门，马上，一些叔叔轻手轻脚溜进来，都是父母的好友。,"[0, 0, 0]"
爸爸一直在我后面，帮我拿包陪着我跑，我跑得很开心。,"[0, 0, 0]"
教我们班生物的，是一位中年男老师。,"[0, 0, 0]"
上周末，一昏迷不醒的大男孩被紧急送到沈阳市儿童医院进行急救。,"[0, 0, 0]"
"现如今她送我的大蒜也已经疯长,现在放在我办公桌前当盆景,过几天我就可以吃到蒜苗炒鸡蛋了,再次感谢。","[0, 0, 0]"
被问及金条的用途，神秘男子并未作答，随后快步离开。,"[0, 0, 0]"
在上级组织的军事比武中，他先后6次代表连队参赛，每次都获得好成绩。,"[0, 0, 0]"
有几年家里养了些猪，父亲一大早就会去捞一些，猪们“哼哧哼哧”地享用池塘赠予的食物，一个夏季，只只膘肥体壮。,"[0, 0, 0]"
据悉，该“男科博士工作站”的成立能提供给更多医学研究生以实习交流机会，同时也致力于更专业医疗人才的培养，为乌鲁木齐泌尿外科领域输送更多人才。,"[0, 0, 0]"
饭桌上，爸爸自嘲“长自己的肉，让别人说去吧”！,"[0, 0, 0]"
母亲心地善良，乐善好施。,"[0, 0, 0]"
大，人能够驾驭一切。包括野兽在内，什么样的野兽都能够被人驯服。你看，马戏团里就有驯狮、驯虎、驯狗熊的。其实这话也不绝对，怎么呢？就有一种野兽没人敢驯的。哪种？谁也没见过驯狼的。为什么呢？因为狼生来性情凶暴残忍，而且还狡猾多疑。民间就流传着很多形容狼的成语，像什么“狼子野心，何其毒也”等等。形容一个人坏，就说他是“狼心狗肺”；起个外号都别致，叫“白眼狼”。还没离开狼。另外，古代寓言里还有《东郭先生和狼》等...,"[0, 0, 0]"
参加交流观摩活动的女代表们，纷纷购买起合作社自己生产的酥油唇膏、牦牛牛奶护肤品。,"[0, 0, 0]"
"此前很长的一段时间内,中国国家队遇韩国队难有胜绩,“恐韩症”长期笼罩着中国男足。","[0, 0, 0]"
而且嘉年华中还有超大休息区，陪娃的老母亲也不会很累。,"[0, 0, 0]"
他搬个木墩子坐在筛子旁，又让二旦取来半升黄豆。,"[0, 0, 0]"
充分利用各种节日，比如在母亲节开家长会，全班同学为单亲孩子过生日会，不放过一个又一个影响学生和家长的机会。,"[0, 0, 0]"
三十岁之后，只要没有人喊我爷爷，随便猜我多少岁都不跟人家见气。,"[0, 0, 0]"
搞一个CFO那样的工程，她就搞不上去了。公司想突破，要上市，就得做账，要换一拨人做账。这种任用亲友的方式给企业埋下了隐忧，上市后，人们对你的要求不一样了。有的公司做完账了，上市后死得更快。因为它习惯了阴暗的地下生活，是只大老鼠。现在它上市了，在阳光下，就活不下去了。参加中央电视台与国美董事长黄光裕的对话时，我说，“民营企业要做到‘透明爽洁不紧绷’。”做账后上市了，但财务状况应该是真正干净的。不紧绷，就是...,"[0, 0, 0]"
母亲的叮咛会帮我抹去身上披着的清霜，更会挡住随时侵来的清寒。,"[0, 0, 0]"
他培训的第一批学员，是村子里栽种果树较多的“一把手”。,"[0, 0, 0]"
但他万万没有想到江月蓉会给他一张冷冰冰的脸和如同陌路的眼神表情。,"[0, 0, 0]"
我儿子所在的幼儿园人数就不少，人数限制这条政策也一直有执行，但没办法，很多幼儿园是做不到的。,"[0, 0, 0]"
外公呵呵笑了：“你以为养花那么容易”？,"[0, 0, 0]"
我和老二没有机会上学，但不能让两个弟弟也辍学。,"[0, 0, 0]"
女友表示：预期得分是90，分数不是特别重要，两人开心就好！,"[0, 0, 0]"
他提醒，对于尝试多种减肥方式无效的人群，经过评估符合手术指征的，可以进行减重代谢手术，千万不要等到出现严重并发症时才想到治疗。,"[0, 0, 0]"
遍，然后把它解构掉，产生很好玩的效果。比方说张学友的歌，我唱一句“许多人都在说这种爱情没有结果”就停了，插一句“为什么你的幸福在别人的嘴里？”哎，我们中国人有时候可怜，就是为了别人的一句“他是好人”，辛苦了一辈子。接着再唱“我也知道你永远不能够爱我”，再插一句“你有毛病啊？你知道他不爱你你还爱他干什么？”，接着唱“你知不知道，你知不知道，我等到花儿也谢了……花儿谢了还会再开的嘛……”我把一段段歌词这样解...,"[0, 0, 0]"
每次说出这句话时，我都有一股说不出的身为父亲的自豪感。,"[0, 0, 0]"
书中以侯孝贤的电影为谈论主体，一方面是根据有限的编剧经验，由我执笔完成的五个剧本中，三个是侯孝贤导的。另一方面，侯孝贤电影的诸般特质，正好可以拿来说明在现今台湾这个环境，以及世界电影的主流气氛里，仍然还存在着另外一种电影。,"[0, 0, 0]"
据大家事后了解，救人的男青年名叫秦煜，今年20岁，是博白三滩镇良茂村山心岭队本村人。,"[0, 0, 0]"
停车区很多男职工的春节都是守着降温池过的。,"[0, 0, 0]"
在主场比赛时，首钢女篮每投中一球，首钢篮球中心就会响起专为进球队员剪辑的乐曲。,"[0, 0, 0]"
目前，产妇和男婴健康状况良好。,"[0, 0, 0]"
"她还笑着表示广州的海鲜非常美味,给自己留下了深刻的印象。","[0, 0, 0]"
"作者简介瓦思科,普拉托里尼,意大利当代作家.1913年生于佛罗伦萨的一个工人家庭.他的童年和少年时代,是在第一次世界大战和法西斯统治的苦难岁月里度过的.由于家境贫寒,他九岁时就辍学谋生,先后干过电梯工人、排字工人、商店学徒等多种职业.艰苦的境遇并未使他丧失生活的理想.从少年时起,他就如饥似渴地学习,想将来当一个作家.所以,一天的劳累过后,他常常不顾休息,刻苦自学,...","[0, 0, 0]"
男的说，是啊，只能算了，回去还是好好上班做事。,"[0, 0, 0]"
信送到狱中，阿琪爸爸翻来覆去看了又看。,"[0, 0, 0]"
“哦——哦！”卢齐乌斯·考尔涅里乌斯·苏拉带着醉醺醺的讽刺的笑叫道。“这是谁说的？原来是你。勇敢的斯巴达克思吗？你也怕起死来了？这本是角斗士的下贱的天性！不，等一等！我对战无不胜的赫克里斯的大头棒起誓，你一定得角斗！一定……”苏拉用命令的口气说，他沉默了一会儿，把拳头在桌子上捶了一下叫道。“是谁把生命和自由赐给你的？难道不是苏拉吗？现在就是苏拉命...,"[0, 0, 0]"
听到这里，旁边一名20岁左右的女孩赶忙把自己早上带的牛奶和一个红薯递了过去。,"[0, 0, 0]"
最后还是一位大哥哥手把手帮我一起挤的。,"[0, 0, 0]"
此次年终总决赛，表现最为差劲的莫过于男双项目。,"[0, 0, 0]"
那一路我想了很多，深夜送一个喝醉的女同事回家，似乎空气中都弥漫着暧昧的气息。,"[0, 0, 0]"
日后，刘春华绝对地为她的这一句脱口而出而深感后悔。,"[0, 0, 0]"
劝我们激动地回忆起我们的朋友对我们说了什么话，将这些话当成是宝贵的收获。而我们与可以从外部添加石头的建筑不一样，倒与以自己的汁液滋养下一节枝干和最上层花朵的大树十分相象。我庆幸自己得到象圣卢这样善良、聪颖、人人愿意与之交往的人的喜爱和欣赏，我不是叫自己的智慧去适应自己纷乱的印象--理清这些纷乱的印象，本是我的义务--而是去适应朋友的话语。我自己再次重复这些话（我叫活在我们身上、却与自我不是一个人的那个人...,"[0, 0, 0]"
岁时，迫于生计小女孩辍学进城打工，300元工资起步，睡过公园长椅，做过各种各样的工作。,"[0, 0, 0]"
有一次，妹妹捂着自己的脸蹲在衣柜旁边让我找，笑得我眼泪都出来了，这不是掩耳盗铃嘛！,"[0, 0, 0]"
罗达成自己倒也还好，回到家，却被父亲脸上失望的表情吓坏了。,"[0, 0, 0]"
一名男同学就说，大学生也被要求像小学生一样，背着书包去课堂，会不会让人感觉很怪。,"[0, 0, 0]"
非此事使我头一次看到了我们三人关系的丑恶真相，我一直真切清楚地注视着我的丑恶行径，并为之寒噤、恶心不已。这并非是说我比他人更善良更正直或更道德，也并非是说我比他人更警醒更具勇气，而是事实本来如此。这种放荡的生活方式说起来，描绘在纸上是很有吸引力的，足令未曾涉足者目眩神往。而在真实过程中，兴奋、刺激以至快感都是转瞬即逝的，一天中这样的时刻累积起来也不会超过十分钟，剩下的二十三小时五十分钟，刨去睡眠、无知觉...,"[0, 0, 0]"
听完男生这些经历，我忍不住回头想看看本尊的样子，实在太好奇了。,"[0, 0, 0]"
救援持续4小时后，男孩被带出水面，肢体已经僵硬。,"[0, 0, 0]"
"由于汪某是单位一员,也真心希望单位好,于是她就将此情况告知其朋友,并以自己的名义向朋友借了10万元,借期一年,但汪某心里仍旧存在疑问和担忧,这笔借款到期后,汪某需要自己偿还吗？","[0, 0, 0]"
“我是个贤明的领主，只要是妥当的意见我都会洗耳恭听的。”,"[0, 0, 0]"
次数多了，我就不耐烦了，觉得男孩子现在调皮一点没什么，将来不受人欺负。,"[0, 0, 0]"
在中国女排面前，“代沟”是不存在的。,"[0, 0, 0]"
与黑暗赛跑的女孩，拥有着一颗坚强的心脏，更有着充满光明的梦想。,"[0, 0, 0]"
比如根据家庭女主人的身高设计衣柜挂钩高度，根据家里主厨人的掌勺习惯设计灶台布局等。,"[0, 0, 0]"
老友见面分外激动和开心，他热情地把我们引到院中，坐在树下，兴奋地聊家常、回忆往事。,"[0, 0, 0]"
如果我今年买了房子，可以马上把县城读二年级的女儿转过来读书吗？,"[0, 0, 0]"
"虽说如今传承人才难得,但她怎么也不曾想到,青浦监狱会考虑让服刑人员来学这门手艺。","[0, 0, 0]"
"多年来她一直保持同一形象：一条黑色的大麻花辫,一身素色,气质沉静,在光鲜亮丽的时尚圈中显得如此另类,甚至有些格格不入。","[0, 0, 0]"
王东岳：对，所以我们讲国学，一定要讲清它的渊源，一定要讲清它和当时的生存环境的这个状态，它和生存……它对维护当时的生存起到了一个什么效应？这个文化，它当时的文化程度，它的文化，它是个低文化，幼稚文化，它一定跟人类当年的稚朴生存状态相匹配，相切合，所以它当时是最好的文化。而你今天呢已经时过境迁了，你然后拿出来在那儿故弄玄虚，你其实是在糟蹋这个文化，是不是？所以我们讲国学，讲那个纯正的。,"[0, 0, 0]"
至于老爷子为什么出现在这里，中年男子也解释了。,"[0, 0, 0]"
如今这女人究竟扮演着什么角色？,"[0, 0, 0]"
看了化验单，男医生说没什么大问题，可以做个喉镜再检查一下。,"[0, 0, 0]"
那时候，我常常不自觉地怀了一种书记员的眼光和心情，无言地留意于种种的街谈巷议和风流云散，生离死别和喜怒哀乐，大义凛然和慷慨悲歌，庸庸碌碌和营营苟苟……再后来有一天，我竟握了笔，开始了这个初始朦胧而后渐次明确但终归会证明我也许功力不逮的工程。,"[0, 0, 0]"
"这个印象是颇怪异，却又何等的平常呢。生长于江南，未尝""瞻云就日""的我，何以能有此发见，真是可骄矜的奇迹。最近寄人篱下的皇帝溥仪，尚有遗老之流天天去碰响头，足证儿时所见非梦非幻也。而我们京兆呢......（中间一节不知怎的遗失了，暂缺。自注。）以后，我想起""上头""来，永久是坐着大汽车，在许多军警夹卫...","[0, 0, 0]"
当人被迫陷入和自己的志趣相冲突的庸碌无为的生活中，作为一种姿态或是一种象征，必然会借助于一种恶习，因为与之相比恹恹生病更显得消极。,"[0, 0, 0]"
曲黎敏： 就是现在从文学的角度来讲，他认为它是现实主义的风格。就是说他认为，比如说中国的诗歌……比如说到了屈原是浪漫主义的，但是我觉得就是说的，实际上它里边有一个很正，就是“思无邪”，我先前说的第一点是正思维。第二点更重要叫——真性情！真性情——活在这世上有真性情才是不容易的一件事！,"[0, 0, 0]"
见戏法被揭穿，男子迅速将海鲜礼盒收拾进后备厢，驾车离去。,"[0, 0, 0]"
不喜欢。直至如今，几年前我曾经沈华中老师学昆曲，沈华中他还是这个思想。汤显祖其实已经是昆曲高峰了。他还说写得不好，词不工。到现在也有这种老派，当然迂也迂得可爱了，这种老派。像老派中间有些可爱的人，他有迂腐的一面，但他有他的非常率真的一面。比如金圣叹，这个人也是一个历史上非常了不起的人，他死的时候根本就不在乎。他说了，“鼠肝虫臂久萧疏”，我是老鼠的肝，虫子的臂。“只惜胸前几本书”，舍不得书，还有几本书我还...,"[0, 0, 0]"
他说，主要基地效益好还能领到提成奖励，日子过得越来越有盼头。,"[0, 0, 0]"
就抠下一块。抠出来的一片片皮肉色泽果然不错，细腻得很。萧穗子用自己的香皂给她好好搓一遍脸，原来也是五官端正，浓眉大眼的。身材是没办法的；一天两天减不下分量去。好在她个头高大，看上去她不能叫肥胖，应该叫魁梧。,"[0, 0, 0]"
有一男的，我在北站公交站遇见过三次。,"[0, 0, 0]"
他能把生活中很普通的一件小事说得很生动，情景活灵活现，让听者很“入戏”。,"[0, 0, 0]"
现在护工好请，但是请男护工还要预约排队，着实不好请。,"[0, 0, 0]"
受熏陶改变的，大家随演员进入“水月”情境中，才明白这样的全场融入和配合多么重要。舞台上我看到的不只是专业主义的精神，还包含着一种仪式感和宗教感。我想不论哪个年代、什么职业、何种手法，要想成就一番业绩，热爱、敬畏到忘我或许是唯一途径。,"[0, 0, 0]"
他种植的苗木不仅在本省销售，还销往江苏、安徽、湖北等省份。,"[0, 0, 0]"
"在烛光祭上演唱的歌曲也是她在南京寻访了祖辈的足迹后,感同身受创作的。","[0, 0, 0]"
"她还自备相机,记录学生在校学习生活的点点滴滴,并精选其中的一两张,帮学生冲洗出来,期末的时候,连同成绩单一起寄给学生家长,家长非常惊喜也很感动。","[0, 0, 0]"
"对汉服的喜爱改变了她的成长路径,也将改变越来越多人对于传统文化的看法。","[0, 0, 0]"
我读小学一年级的时候，姥爷用家里的旧报纸给我的语文、数学课本包上书皮。,"[0, 0, 0]"
如果是男生，留在大医院的几率就更大。,"[0, 0, 0]"
台面上愈是强横的人，愈不容易让人看见他的脆弱之处，但是脆弱一定存在。年轻时我读过一本书，作者说，在神的面前，我们每一个人都是乞丐。也就是说，我们每一个人都是平等的，不管是帝王或是平民，是知识分子或非知识分子，我们面临...,"[0, 0, 0]"
我们这个剧，讲的就是两个女孩在逆境中成长的故事。,"[0, 0, 0]"
"一步,使她一而再、再而三地去思考自己的生后道路是否正确.在《伊尔库茨克的故事》中,作者以巨大的艺术展现了在人们创造性劳动中形成的人际关系.它对主人公道德面貌起着决定性作用.谢尔盖有志向,坚强有力,温和善良,委婉和蔼,同时很有原则性,随时准备帮助或挺身保护他人,具有魅力.他这一罕见的完整性格就是在劳动集体中形成的.他认为这个建设者的集体就是他的家,就是他最可靠的支往.谢尔盖的牺牲来得突然,出人意料,但在作...","[0, 0, 0]"
卖家又继续追问了一些细节，比如与男友相处几年，想在朋友圈表达什么样的心情，演唱会开唱时间，发送朋友圈时间等。,"[0, 0, 0]"
此次伤害9岁男童的嫌疑人，据目击者称有1.8米高、200多斤，一些目击者之所以不敢上前制止，也正是担心不但制止不了反而被其所害。,"[0, 0, 0]"
"情节线索来描绘的.无论是它们的凄惨命运或是心理刻回都相当成功.狼的形象在这里融铸了作家对当个人与自然这一生态学问题和人性、人道主义这一社会哲学问题的观点和倾向,除了凶残的本性一面外,作家认为,狼还有着善良的一面:爱子、友情和对家庭的眷恋.但是我们人类,即作品中的那些偷","[0, 0, 0]"
那时，母亲有些无奈，但也没有训斥我们。,"[0, 0, 0]"
她变得多愁善感，像一个孤僻的人，怕碰见任何人，即使见到了人，她也不理睬。,"[0, 0, 0]"
患者冯某在黄石博大男科医院求诊，被查出性病，花了万余元没治好，其朋友李某怀疑医院“诓钱”，进而亲身求证。,"[0, 0, 0]"
快下班时，女人一遍遍看表。,"[0, 0, 0]"
其实当时并没有太多精力让我们去想未来要发展多少人，我们又需要什么制度去管理，其实都是被用户推动的结果。每天用户都在翻番，每个月服务器成本都在加倍，但我们口袋里面的钱越来越少，所以唯一能做的就是拼命地干活、拼命地加班，把每个人的能力都发挥到极致，用最有限的成本把这个事情做到最好，否则距离失败就会越近。因为成本越来越高，若你做得不好，后面就很难发展。当时也没有想过风投什么的，因为认为自己还没那么快吧，觉得...,"[0, 0, 0]"
如此拼命，看来也值得颁一座“最佳男主角”奖杯。,"[0, 0, 0]"
每到一地征集藏品，他都要跑到当地查阅地方志，查阅日伪时期的档案。,"[0, 0, 0]"
一个小男生兴奋地告诉同伴，然后把谜题题号和谜底写在了小本上。,"[0, 0, 0]"
就这样，我每天都认真观察，向妈妈汇报。,"[0, 0, 0]"
小儿子治病期间，受到了各方面的关心和帮助。,"[0, 0, 0]"
"何炅：亲爱的赖老师我是""袁老板""，在这我想问你一个问题：如果让你来演《暗恋桃花源》的话，你挑哪个角色呢，为什么？","[0, 0, 0]"
村民们对这位女校长更是赞不绝口，尊师重教的氛围也慢慢好转。,"[0, 0, 0]"
这时的我已去了北京，外婆总是担心在干燥的北方，我的身体火气太重。,"[0, 0, 0]"
干了近20年公安，还从来没有像今天这样让他窝囊。,"[0, 0, 0]"
在离任之际，我诚恳地向所有为中国男篮失望过伤心过的人说一声：对不起。,"[0, 0, 0]"
在常德，有一支女子民兵志愿服务队。,"[0, 0, 0]"
一个周末，我和哥哥一起去河北地质大学地球科学博物馆。,"[0, 0, 0]"
一个把命早早就放进死里的人，竟能在如此狼狈不堪的逃亡生涯里，还能做到如此细致的自我保养！的确超乎寻常啊！,"[0, 0, 0]"
回到宿舍，给老婆发条微信，汇报一下今天的行踪。,"[0, 0, 0]"
男子说了身份证号码，民警一查，发现并无此人。,"[0, 0, 0]"
愤怒的阴云使他的脸变得很凶恶。,"[0, 0, 0]"
急救人员给予男子基本的生命支撑手段，然后送往自治区人民医院急救中心。,"[0, 0, 0]"
"在她眼里关注的不仅是一个人生命安全,而是一个家庭的平安。","[0, 0, 0]"
我和儿子都是普通老百姓，我们对美好生活的需要，党和政府正不断帮我们实现。,"[0, 0, 0]"
“下午1点多，在家突然听到‘砰’的一声，我还以为是有房子塌了，后来听说是南边那栋楼有人家里爆炸，说是一个男的从家里炸飞出来了，送医院去了”。,"[0, 0, 0]"
每次他在人家屋里教戏的时候，我就站在门外一边听一边学。,"[0, 0, 0]"
恰巧完成了一个收购，用约8亿美金收购了一个电子商务网站，这个数字接近您期望的上市数字。另外，amazon.com现在还有一个产品就是我现在手里拿的kindle。我觉得互联网公司的最厉害之处就在于革命性的创新，革命一般都是革别人命的，可amazon.com不仅仅革了别人的命，还在革自己的命，这也是它取得如此巨大成功的原因。您和俞渝都是非技术型的人，您怎么看互联网技术驱动力？那是否是当当...,"[0, 0, 0]"
他以自己深厚的中国文化底蕴介入西方文化之中，如同“一种中国文化的种子”在巴黎生根发芽，抽枝吐蕊。,"[0, 0, 0]"
金全礼诚实地说：“陆书记，不习惯，憋屈死我了！”,"[0, 0, 0]"
徐涛发了脾气。按照规律、她发过脾气之后会有相对一段时间的安静。不过，也有脾气节节高。越发越大的时候……李连成在一道沉重的屋门前停住脚，平稳一下呼吸。他忽然生出一丝后悔。当初分配任务时，自己为什么不要点滑头呢？能躲开多少麻烦。,"[0, 0, 0]"
吃了早餐，我轻轻地在爸爸脸上亲了一下，高高兴兴上学去了。,"[0, 0, 0]"
"她举例说,老旧小区晾衣难是“通病”,屋里没地方晒,晾到屋外又影响环境。","[0, 0, 0]"
本次展览荟萃了来自中国书法家协会女书法家委员会的40位委员及3位特邀参展作者的104幅书法作品。,"[0, 0, 0]"
爸爸，我爱你，你是我的天空，你是我的大树，一生陪我看日出的天空和大树。,"[0, 0, 0]"
杰尼斯，狄阿杰尼斯正在一个木桶里晒日光浴，亚历山大大帝过来后就问候他，狄阿杰尼斯就讲了一句话，他说：“请你不要挡住我的阳光。”这种哲学家，皇帝过来他也不买账，不在乎。皇帝就很感动，觉得这个哲学家这样地神奇，就讲了一句话：“如果我不是亚历山大，我希望我是狄阿杰尼斯。”我用这个句子改写：“如果我不是李敖，我希望我是李敖第二”（笑）。所以你问这个句子的来源，我是有背景的，是充分地自信，自恋，自大狂（大笑）。我...,"[0, 0, 0]"
本报商丘讯商丘一名实施盗窃电瓶案件60余起、涉案金额十余万元的男子董某某，被商丘市睢阳区人民法院依法判处有期徒刑一年，罚金3000元。,"[0, 0, 0]"
感谢好心叔叔的捐献和鼓励，给了我第二次生命。,"[0, 0, 0]"
袁世凯不是孙中山那样怀有理想抱负的英雄型领袖人物，而是注重实际的官僚型领袖人物。当时的美国驻民国公使莱因逊评价袁世凯说：“他态度既礼貌又温和，谈吐巧妙而流畅，还经常加进一些幽默。” 尽管袁世凯不是一个有远大志向的人，但他却是一个很懂权谋策略的人，办事认真负责，很有一套。加之袁世凯运气极佳，就像美国电影《阿甘正传》中的主人公一样，好运也帮他平...,"[0, 0, 0]"
就任以后，他主动配合村两委，积极帮助村民解决生产生活中的各种困难。,"[0, 0, 0]"
一对情侣吵架，女子吃掉整板头孢并喝下一整瓶白酒，重度昏迷，急需送到医院抢救。,"[0, 0, 0]"
有时候，晚上睡不着，就把照片翻出来看看，儿子总有一天会好的。,"[0, 0, 0]"
在火车站售票大厅，记者看到，一名年轻女子刚拿出香烟准备点燃，就被正在巡视的禁烟劝导员发现并及时劝导。,"[0, 0, 0]"
苏阑扫了沈醉一眼，英俊的脸上线条冷硬。,"[0, 0, 0]"
小花脸在台上绷着脸逗哏，他没觉得自己是在开玩笑，可已经把台底下的观众逗得不行了。,"[0, 0, 0]"
那天是外公唯一一次和我说那么多话，也是我们祖孙唯一一次单独相处。,"[0, 0, 0]"
"她坦言,很多时候自己也想多尝试些古装戏或者科幻、年代戏。","[0, 0, 0]"
本来，正如人类生命极其重要一样，动物、鸟类、虫类、鱼类、微生物类的生命也重要。我想此外还应该加上树木和草的生命。不过，如果对于它的重要性的认识经过反复考虑，结果导致贤明的地球新统治者比人类好，如此着想——说这种话的大学教授，所谓评论家之中的世俗派假定他是真的这么想——纯属倒错。人类要生存下去，动物、鸟类、虫、鱼、微生物，乃至树木、草类要生长，必须有地球环境，这种想法才...,"[0, 0, 0]"
谁知，父亲一进医院就住下了，然后是手术、化疗。,"[0, 0, 0]"
几个月前，我和我的男朋友捡到了一只流浪猫，它身体十分虚弱，我们把它送到了宠物医院，为它治疗了5天，治疗费用都可以买下一只名贵猫了。,"[0, 0, 0]"
几个“湿漉漉”的饼子在一个男人的锅铲下跳动。,"[0, 0, 0]"
一名男子表示，蝗虫比鱼更美味。,"[0, 0, 0]"
“阿永这孩子真会巧辩，”宋其文对潘信诚低低地说，“这张嘴一天比一天俏皮了。”,"[0, 0, 0]"
但对其中的一部他特加说明，说是抗战中在苏北敌后抢救出来的，我却翻阅了许久。,"[0, 0, 0]"
一名操东北口音的女子说自己虽然做小生意，但是也想捐点文具之类的物品。,"[0, 0, 0]"
如今，这个群体已经不再局限于女性。,"[0, 0, 0]"
很快，交警和辅警将乘车男子送至津围收费站，并顺利将其送上大巴车。,"[0, 0, 0]"
妹妹病情一发作，就四处乱跑，需要专人来照看。,"[0, 0, 0]"
可是他有一个坏毛病，那就是贪图享乐。,"[0, 0, 0]"
那时的少剑波在她眼里，不过是个俊俏的小营长，虽然他英武可敬，可是满身孩子气，分吃小毳毳的饼干，穿的衣服老也不知洗，多次都是鞠县长强迫他脱下来。,"[0, 0, 0]"
"她说,福建与台湾一水之隔,历史渊源深厚,许多台湾人的祖籍地就在福建。","[0, 0, 0]"
“是，是秀气。”,"[0, 0, 0]"
“垃圾分类”落地实施这一新闻事件今年在全国各大城市陆续发生，今年暑假儿子参加了学校、社区、公益组织举行的各种垃圾分类实施活动。,"[0, 0, 0]"
拉拉这个建议基本解除了李坤的担心，他马上说：“这个办法可以，我没问题。”但是销售们心里不太情愿，他们觉得每周对一次指标的完成进度未免太麻烦，于是大家扭扭捏捏地不肯爽快答应。,"[0, 0, 0]"
“是我！”银铃般清悦的声音，燕子般轻巧的身法，一个人忽然从窗外一跃而入，一身黑鲨鱼皮的水靠，紧紧裹着她苗条动人的身材，身上还在滴着水，显然是刚从荷塘里翻到水阁来的。,"[0, 0, 0]"
地球，飞得高过现在的飞机。中国人想象力很丰富，不一定要看到凤凰确切的模样，它可能是鸟与兽的综合体，很真，很善，很美。你们的“凤凰”二字起得真妙，全世界的华人都能接受，都能联想到美丽的颜色，动听的声音，高贵的德行，和谐的性格。 “凤凰”电视台亦有如此气概，用精神覆盖了全球，节目面向不同地域，不同族群，也是一种包容的襟怀。,"[0, 0, 0]"
"如今,村里日新月异的变化,给了她回归的机会。","[0, 0, 0]"
“你们这些没有头脑的青蛙，在这儿呱呱地叫些什么？为什么要用你们下贱而卑劣的舌头，玷辱卡提林纳尊贵的大名？下贱的东西，你们准备对我怎么样？”,"[0, 0, 0]"
小冯是一名火警，十四年前，在火场为救一个女孩，牺牲了。,"[0, 0, 0]"
他嗓子好，声音宏亮，唱得特别准，道白吐字清晰。,"[0, 0, 0]"
我小时候，正赶上闹灾，每月粮食很少，家里有我和弟弟两个正长身体饭量大的半大小子，月月粮食不够吃。,"[0, 0, 0]"
"后来才渐渐开悟,明白了他所表达的是酒场上不要谈别人的是非,不要论事情的曲直,不要提各人的病情,喝酒就只管喝酒。","[0, 0, 0]"
开场后，他展现了出色状态，首节就得到7分。,"[0, 0, 0]"
革命党痛斥满人对汉人犯下的滔天罪行和清廷无可救药的腐败，其言辞激烈甚至到了“词近诟谇”的地步。保皇党虽然言辞沉稳，但却找不出足够的理由为清廷辩解。梁启超认为中国老百姓的素质极差，不仅不配搞民主共和，连搞君主立宪的条件也不具备，因此中国只能搞开明专制，否则就会天下大乱。梁启超甚至吹捧光绪帝是数千年一遇的圣人：“皇上...,"[0, 0, 0]"
邱建伟仍然是很矜持地说：“在呼伯面前，咱们都是晚辈，就不要再窝里烂了。,"[0, 0, 0]"
解除杠杆。投资者惊慌失措，慌不择路。当时唯一一个可能承担风险，也是所有人希望卸下风险的实体就是联邦政府。当时数天之内就有2000亿美元撤出货币市场基金，商业票据市场陷入瘫痪，只有联邦政府才能采取措施。幸运的是，我们的联邦政府官员认识到了状况，迅速采取了措施。政府发挥了巨大的作用。着眼未来，我们需要避免过度承担杠杆，阻止大型金融机构的高管过度冒险，这将是一个非常困难的工作。但我们正在采取对策。为了营造更伟...,"[0, 0, 0]"
